
============GCS to UAV: Control Commands===========

 TELEMETRY Recvd: @@@U_002***DISTANCE***81.1407835498***-0.768104548694*** 

>>>>>> X-Value:  81.1407835498  ;  Y-Value:  -0.768104548694 <<<<<<

X 	 81.140785 	 Y 	 -0.768105

 TELEMETRY Recvd: @@@U_001***114***1626069910.28***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***114***1626069910.61***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3625146,lon=149.1652232,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3625146,lon=149.1652232,alt=614.01#last_heartbeat|0.909916299999#battery|Battery:voltage=12.242,current=26.25,level=84#velocity|[2.89, -0.05, 0.0]#attitude|Attitude:pitch=-0.207933574915,yaw=0.00402259407565,roll=0.00684639438987#airspeed|2.86999988556#groundspeed|2.86999988556heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***83.1890623501***-0.779236498033*** 

>>>>>> X-Value:  83.1890623501  ;  Y-Value:  -0.779236498033 <<<<<<

X 	 83.189064 	 Y 	 -0.779236

 TELEMETRY Recvd: @@@U_001***115***1626069910.66***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3625106,lon=149.1652232,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3625106,lon=149.1652232,alt=614.01#last_heartbeat|0.9549407#battery|Battery:voltage=12.242,current=26.33,level=84#velocity|[2.88, -0.05, 0.0]#attitude|Attitude:pitch=-0.207294747233,yaw=0.00384990521707,roll=0.0069211688824#airspeed|2.8599998951#groundspeed|
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***115***1626069910.66***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3625106,lon=149.1652232,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3625106,lon=149.1652232,alt=614.01#last_heartbeat|0.9549407#battery|Battery:voltage=12.242,current=26.33,level=84#velocity|[2.88, -0.05, 0.0]#attitude|Attitude:pitch=-0.207294747233,yaw=0.00384990521707,roll=0.0069211688824#airspeed|2.8599998951#groundspeed|2.8599998951heading|0#***     108891***    108910*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***83.6232083996***-0.745840650015***     108891***    108912*** 


WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***114***1626069910.8***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362508,lon=149.1652232,alt=29.99#location.global_frame|LocationGlobal:lat=-35.362508,lon=149.1652232,alt=614.01#last_heartbeat|0.1003528#battery|Battery:voltage=12.242,current=26.25,level=84#velocity|[2.91, -0.05, 0.0]#attitude|Attitude:pitch=-0.193237930536,yaw=0.000117553208838,roll=0.00804292503744#airspeed|2.9399998188#groundspeed|2.9399998188heading|0#***     109005***    109017*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***83.9126390998***-0.768104548694***     109005***    109024*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***574***1626069910.847333***COMMAND:HEARTBEAT_MESSAGE***     109037***    109040*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***575***1626069910.847586***COMMAND:HEARTBEAT_MESSAGE***     109037***    109041*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***576***1626069910.847714***COMMAND:HEARTBEAT_MESSAGE***     109037***    109043*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***577***1626069911.348374***COMMAND:HEARTBEAT_MESSAGE***     109521***    109524*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***578***1626069911.348625***COMMAND:HEARTBEAT_MESSAGE***     109521***    109525*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***579***1626069911.348751***COMMAND:HEARTBEAT_MESSAGE***     109521***    109526*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***115***1626069911.64***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624827,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624827,lon=149.1652231,alt=614.02#last_heartbeat|0.942588#battery|Battery:voltage=12.242,current=26.17,level=84#velocity|[2.96, -0.03, 0.0]#attitude|Attitude:pitch=-0.20719859004,yaw=-0.00273443688639,roll=0.0127110201865#airspeed|2.95000004768#groundspeed|2.95000004768heading|359#***     109791***    109807*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***86.7401543996***-0.790368450536***     109791***    109808*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***116***1626069911.71***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624788,lon=149.1652232,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624788,lon=149.1652232,alt=614.02#last_heartbeat|4.7500000619e-05#battery|Battery:voltage=12.242,current=26.17,level=84#velocity|[2.95, -0.03, 0.0]#attitude|Attitude:pitch=-0.206445336342,yaw=-0.00267165806144,roll=0.0120030138642#airspeed|2.9399998188#groundspeed|2.9399998188heading|359#***     109847***    109866*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***87.1631684998***-0.745840650015***     109847***    109867*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***582***1626069911.84991***COMMAND:HEARTBEAT_MESSAGE***     109965***    109968*** 

>>>>>> Average Network Delay for command packets: 5.111111 MilliSec.

LteSignalStrength= 0.001506 dBm*** LteSINR= 3175241665892.685547 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***580***1626069911.849462***COMMAND:HEARTBEAT_MESSAGE***     109965***    109969*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***581***1626069911.849744***COMMAND:HEARTBEAT_MESSAGE***     109965***    109970*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***115***1626069911.85***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624825,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624825,lon=149.1652231,alt=614.02#last_heartbeat|0.150740300001#battery|Battery:voltage=12.242,current=26.17,level=84#velocity|[2.95, -0.03, 0.0]#attitude|Attitude:pitch=-0.206919714808,yaw=-0.00272121839225,roll=0.0121856117621#airspeed|2.9399998188#groundspeed|2.9399998188heading|359#***     109965***    109977*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***86.7512863498***-0.779236501197***     109965***    109984*** 


WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***583***1626069911.971018***COMMAND:GO_FORWARD***     110059***    110062*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***584***1626069911.971346***COMMAND:GO_FORWARD***     110059***    110063*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***585***1626069911.971558***COMMAND:GO_FORWARD***     110059***    110064*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***116***1626069912.3***SENSOR|***     110366***    110385*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***586***1626069912.350236***COMMAND:HEARTBEAT_MESSAGE***     110413***    110416*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***587***1626069912.350508***COMMAND:HEARTBEAT_MESSAGE***     110413***    110417*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***588***1626069912.350674***COMMAND:HEARTBEAT_MESSAGE***     110413***    110419*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***116***1626069912.64***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624569,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624569,lon=149.1652233,alt=614.02#last_heartbeat|0.9540233#battery|Battery:voltage=12.242,current=25.92,level=84#velocity|[2.93, -0.02, 0.0]#attitude|Attitude:pitch=-0.206243902445,yaw=-0.000767932622693,roll=0.00851463992149#airspeed|2.96000003815#groundspeed|2.96000003815heading|359#***     110681***    110693*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***89.6121975***-0.768104548694***     110681***    110694*** 

2.8599998951heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***83.6232083996***-0.745840650015*** 

>>>>>> X-Value:  83.6232083996  ;  Y-Value:  -0.745840650015 <<<<<<

X 	 83.623207 	 Y 	 -0.745841

 TELEMETRY Recvd: @@@U_002***114***1626069910.8***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362508,lon=149.1652232,alt=29.99#location.global_frame|LocationGlobal:lat=-35.362508,lon=149.1652232,alt=614.01#last_heartbeat|0.1003528#battery|Battery:voltage=12.242,current=26.25,level=84#velocity|[2.91, -0.05, 0.0]#attitude|Attitude:pitch=-0.193237930536,yaw=0.000117553208838,roll=0.00804292503744#airspeed|2.9399998188#groundspeed|2.9399998188heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***83.9126390998***-0.768104548694*** 

>>>>>> X-Value:  83.9126390998  ;  Y-Value:  -0.768104548694 <<<<<<

X 	 83.912636 	 Y 	 -0.768105

 TELEMETRY Recvd: @@@U_000***115***1626069911.64***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624827,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624827,lon=149.1652231,alt=614.02#last_heartbeat|0.942588#battery|Battery:voltage=12.242,current=26.17,level=84#velocity|[2.96, -0.03, 0.0]#attitude|Attitude:pitch=-0.20719859004,yaw=-0.00273443688639,roll=0.0127110201865#airspeed|2.95000004768#groundspeed|2.95000004768heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***86.7401543996***-0.790368450536*** 

>>>>>> X-Value:  86.7401543996  ;  Y-Value:  -0.790368450536 <<<<<<

X 	 86.740158 	 Y 	 -0.790368

 TELEMETRY Recvd: @@@U_001***116***1626069911.71***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624788,lon=149.1652232,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624788,lon=149.1652232,alt=614.02#last_heartbeat|4.7500000619e-05#battery|Battery:voltage=12.242,current=26.17,level=84#velocity|[2.95, -0.03, 0.0]#attitude|Attitude:pitch=-0.206445336342,yaw=-0.00267165806144,roll=0.0120030138642#airspeed|2.9399998188#groundspeed|2.9399998188heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***87.1631684998***-0.745840650015*** 

>>>>>> X-Value:  87.1631684998  ;  Y-Value:  -0.745840650015 <<<<<<

X 	 87.163170 	 Y 	 -0.745841

 TELEMETRY Recvd: @@@U_002***115***1626069911.85***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624825,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624825,lon=149.1652231,alt=614.02#last_heartbeat|0.150740300001#battery|Battery:voltage=12.242,current=26.17,level=84#velocity|[2.95, -0.03, 0.0]#attitude|Attitude:pitch=-0.206919714808,yaw=-0.00272121839225,roll=0.0121856117621#airspeed|2.9399998188#groundspeed|2.9399998188heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***86.7512863498***-0.779236501197*** 

>>>>>> X-Value:  86.7512863498  ;  Y-Value:  -0.779236501197 <<<<<<

X 	 86.751289 	 Y 	 -0.779236

 TELEMETRY Recvd: @@@U_002***116***1626069912.3***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***116***1626069912.64***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624569,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624569,lon=149.1652233,alt=614.02#last_heartbeat|0.9540233#battery|Battery:voltage=12.242,current=25.92,level=84#velocity|[2.93, -0.02, 0.0]#attitude|Attitude:pitch=-0.206243902445,yaw=-0.000767932622693,roll=0.00851463992149#airspeed|2.96000003815#groundspeed|2.96000003815heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***89.6121975***-0.768104548694*** 

>>>>>> X-Value:  89.6121975  ;  Y-Value:  -0.768104548694 <<<<<<

X 	 89.612198 	 Y 	 -0.768105

 TELEMETRY Recvd: @@@U_001***117***1626069912.71***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624532,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624532,lon=149.1652233,alt=614.02#last_heartbeat|0.000197000000298#battery|Battery:voltage=12.242,current=25.92,level=84#velocity|[2.91, -0.02, 0.0]#attitude|Attitude:pitch=-0.205644384027,yaw=-0.000746114586946,roll=0.00843520835042#airspeed|2.95000004768#groundspeed|2.95000004768he
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***117***1626069912.71***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624532,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624532,lon=149.1652233,alt=614.02#last_heartbeat|0.000197000000298#battery|Battery:voltage=12.242,current=25.92,level=84#velocity|[2.91, -0.02, 0.0]#attitude|Attitude:pitch=-0.205644384027,yaw=-0.000746114586946,roll=0.00843520835042#airspeed|2.95000004768#groundspeed|2.95000004768heading|359#***     110737***    110756*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***90.0129476999***-0.734708700676***     110737***    110757*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***591***1626069912.851474***COMMAND:HEARTBEAT_MESSAGE***     110849***    110852*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***589***1626069912.850977***COMMAND:HEARTBEAT_MESSAGE***     110849***    110853*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***590***1626069912.851268***COMMAND:HEARTBEAT_MESSAGE***     110849***    110854*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***117***1626069912.9***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624503,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624503,lon=149.1652233,alt=614.02#last_heartbeat|0.201064299999#battery|Battery:voltage=12.242,current=26.25,level=83#velocity|[2.96, -0.03, 0.0]#attitude|Attitude:pitch=-0.215257167816,yaw=0.000220978094148,roll=0.00784465298057#airspeed|2.95000004768#groundspeed|2.95000004768heading|0#***     110882***    110894*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***90.3357742497***-0.756972599354***     110882***    110895*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***117***1626069913.28***SENSOR|***     111235***    111247*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***593***1626069913.304382***COMMAND:GO_FORWARD***     111249***    111252*** 

>>>>>> Average Network Delay for command packets: 5.083333 MilliSec.

LteSignalStrength= 0.003809 dBm*** LteSINR= 8029798878850.696289 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***594***1626069913.304651***COMMAND:GO_FORWARD***     111249***    111253*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***592***1626069913.303893***COMMAND:GO_FORWARD***     111249***    111254*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***596***1626069913.352578***COMMAND:HEARTBEAT_MESSAGE***     111281***    111284*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***597***1626069913.352875***COMMAND:HEARTBEAT_MESSAGE***     111281***    111285*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***595***1626069913.352285***COMMAND:HEARTBEAT_MESSAGE***     111281***    111286*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***118***1626069913.65***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624307,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624307,lon=149.1652233,alt=614.02#last_heartbeat|0.9586941#battery|Battery:voltage=12.242,current=26.0,level=83#velocity|[2.98, -0.03, 0.0]#attitude|Attitude:pitch=-0.175810828805,yaw=0.00528887752444,roll=0.0066543458961#airspeed|3.04999995232#groundspeed|3.04999995232heading|0#***     111551***    111567*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***92.5287684***-0.768104548694***     111551***    111568*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***118***1626069913.76***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624271,lon=149.1652234,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624271,lon=149.1652234,alt=614.02#last_heartbeat|0.0502046000001#battery|Battery:voltage=12.242,current=26.0,level=83#velocity|[2.97, -0.03, 0.0]#attitude|Attitude:pitch=-0.174889370799,yaw=0.00533954147249,roll=0.00635561719537#airspeed|3.02999997139#groundspeed|3.02999997139heading|0#***     111651***    111670*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***92.9183866498***-0.723576751337***     111651***    111671*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***600***1626069913.85418***COMMAND:HEARTBEAT_MESSAGE***     111725***    111728*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***598***1626069913.853674***COMMAND:HEARTBEAT_MESSAGE***     111725***    111729*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***599***1626069913.853973***COMMAND:HEARTBEAT_MESSAGE***     111725***    111730*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***118***1626069913.9***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624241,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624241,lon=149.1652233,alt=614.02#last_heartbeat|0.202913#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[2.93, -0.03, 0.0]#attitude|Attitude:pitch=-0.189737260342,yaw=0.0049867904745,roll=0.006591594778#airspeed|3.00999999046#groundspeed|3.00999999046heading|0#***     111758***    111770*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***93.2523451498***-0.756972599354***     111758***    111771*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***601***1626069914.355021***COMMAND:HEARTBEAT_MESSAGE***     112177***    112180*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***602***1626069914.355354***COMMAND:HEARTBEAT_MESSAGE***     112177***    112181*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***603***1626069914.355547***COMMAND:HEARTBEAT_MESSAGE***     112177***    112182*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***604***1626069914.572151***COMMAND:GO_FORWARD***     112375***    112378*** 

>>>>>> Average Network Delay for command packets: 5.000000 MilliSec.

LteSignalStrength= 0.002972 dBm*** LteSINR= 6265626118893.136719 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***605***1626069914.57246***COMMAND:GO_FORWARD***     112375***    112379*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***606***1626069914.572744***COMMAND:GO_FORWARD***     112375***    112380*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***119***1626069914.65***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624047,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624047,lon=149.1652233,alt=614.02#last_heartbeat|0.9524074#battery|Battery:voltage=12.242,current=26.0,level=83#velocity|[3.03, -0.05, 0.0]#attitude|Attitude:pitch=-0.20453619957,yaw=-0.00339833833277,roll=0.00752761866897#airspeed|3.01999998093#groundspeed|3.01999998093heading|359#***     112431***    112447*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***95.4230753999***-0.768104548694***     112431***    112448*** 

ading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***90.0129476999***-0.734708700676*** 

>>>>>> X-Value:  90.0129476999  ;  Y-Value:  -0.734708700676 <<<<<<

X 	 90.012947 	 Y 	 -0.734709

 TELEMETRY Recvd: @@@U_002***117***1626069912.9***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624503,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624503,lon=149.1652233,alt=614.02#last_heartbeat|0.201064299999#battery|Battery:voltage=12.242,current=26.25,level=83#velocity|[2.96, -0.03, 0.0]#attitude|Attitude:pitch=-0.215257167816,yaw=0.000220978094148,roll=0.00784465298057#airspeed|2.95000004768#groundspeed|2.95000004768heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***90.3357742497***-0.756972599354*** 

>>>>>> X-Value:  90.3357742497  ;  Y-Value:  -0.756972599354 <<<<<<

X 	 90.335777 	 Y 	 -0.756973

 TELEMETRY Recvd: @@@U_000***117***1626069913.28***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***118***1626069913.65***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624307,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624307,lon=149.1652233,alt=614.02#last_heartbeat|0.9586941#battery|Battery:voltage=12.242,current=26.0,level=83#velocity|[2.98, -0.03, 0.0]#attitude|Attitude:pitch=-0.175810828805,yaw=0.00528887752444,roll=0.0066543458961#airspeed|3.04999995232#groundspeed|3.04999995232heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***92.5287684***-0.768104548694*** 

>>>>>> X-Value:  92.5287684  ;  Y-Value:  -0.768104548694 <<<<<<

X 	 92.528770 	 Y 	 -0.768105

 TELEMETRY Recvd: @@@U_001***118***1626069913.76***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624271,lon=149.1652234,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624271,lon=149.1652234,alt=614.02#last_heartbeat|0.0502046000001#battery|Battery:voltage=12.242,current=26.0,level=83#velocity|[2.97, -0.03, 0.0]#attitude|Attitude:pitch=-0.174889370799,yaw=0.00533954147249,roll=0.00635561719537#airspeed|3.02999997139#groundspeed|3.02999997139heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***92.9183866498***-0.723576751337*** 

>>>>>> X-Value:  92.9183866498  ;  Y-Value:  -0.723576751337 <<<<<<

X 	 92.918388 	 Y 	 -0.723577

 TELEMETRY Recvd: @@@U_002***118***1626069913.9***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624241,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624241,lon=149.1652233,alt=614.02#last_heartbeat|0.202913#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[2.93, -0.03, 0.0]#attitude|Attitude:pitch=-0.189737260342,yaw=0.0049867904745,roll=0.006591594778#airspeed|3.00999999046#groundspeed|3.00999999046heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***93.2523451498***-0.756972599354*** 

>>>>>> X-Value:  93.2523451498  ;  Y-Value:  -0.756972599354 <<<<<<

X 	 93.252342 	 Y 	 -0.756973

 TELEMETRY Recvd: @@@U_000***119***1626069914.65***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3624047,lon=149.1652233,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3624047,lon=149.1652233,alt=614.02#last_heartbeat|0.9524074#battery|Battery:voltage=12.242,current=26.0,level=83#velocity|[3.03, -0.05, 0.0]#attitude|Attitude:pitch=-0.20453619957,yaw=-0.00339833833277,roll=0.00752761866897#airspeed|3.01999998093#groundspeed|3.01999998093heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***95.4230753999***-0.768104548694*** 

>>>>>> X-Value:  95.4230753999  ;  Y-Value:  -0.768104548694 <<<<<<

X 	 95.423073 	 Y 	 -0.768105

 TELEMETRY Recvd: @@@U_001***119***1626069914.77***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623946,lon=149.1652232,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623946,lon=149.1652232,alt=614.02#last_heartbeat|0.0593767999999#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[3.01, -0.06, 0.0]#attitude|Attitude:pitch=-0.191910430789,yaw=-0.00280984607525,roll=0.00853972509503#airspeed|3.03999996185#groundspeed|3.03999996185heading|359#*** 

 TELEME
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***119***1626069914.77***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623946,lon=149.1652232,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623946,lon=149.1652232,alt=614.02#last_heartbeat|0.0593767999999#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[3.01, -0.06, 0.0]#attitude|Attitude:pitch=-0.191910430789,yaw=-0.00280984607525,roll=0.00853972509503#airspeed|3.03999996185#groundspeed|3.03999996185heading|359#***     112521***    112533*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***96.5362703994***-0.745840650015***     112521***    112534*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***609***1626069914.856685***COMMAND:HEARTBEAT_MESSAGE***     112597***    112600*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***607***1626069914.856137***COMMAND:HEARTBEAT_MESSAGE***     112597***    112601*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***608***1626069914.856482***COMMAND:HEARTBEAT_MESSAGE***     112597***    112602*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***119***1626069914.92***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362398,lon=149.1652232,alt=30.0#location.global_frame|LocationGlobal:lat=-35.362398,lon=149.1652232,alt=614.02#last_heartbeat|0.2194099#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[3.02, -0.06, 0.0]#attitude|Attitude:pitch=-0.19229413569,yaw=-0.00285031995736,roll=0.00830698851496#airspeed|3.04999995232#groundspeed|3.04999995232heading|359#***     112648***    112667*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***96.1577840997***-0.768104548694***     112648***    112668*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***120***1626069915.29***SENSOR|***     112953***    112969*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***610***1626069915.357012***COMMAND:HEARTBEAT_MESSAGE***     113016***    113019*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***612***1626069915.357639***COMMAND:HEARTBEAT_MESSAGE***     113016***    113020*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***611***1626069915.357429***COMMAND:HEARTBEAT_MESSAGE***     113016***    113022*** 

============= UAV to GCS: Telemetry Packets==============
