
============GCS to UAV: Control Commands===========


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***13.2692843992***0.24490290128***      38910***     38931*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***662***1627597413.615521***COMMAND:HEARTBEAT_MESSAGE***      38908***     38931*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***73***1627597414.0***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.0501553099602#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.02, 0.05, 0.0]#attitude|Attitude:pitch=0.00177962332964,yaw=-0.334462016821,roll=0.00175735214725#airspeed|0.0#groundspeed|0.0heading|340#***      39040***     39052*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***667***1627597414.117072***COMMAND:HEARTBEAT_MESSAGE***      39085***     39088*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***79***1627597414.08***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3631292,lon=149.1652356,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3631292,lon=149.1652356,alt=603.99#last_heartbeat|0.403042518068#battery|Battery:voltage=12.242,current=25.75,level=93#velocity|[2.63, -0.01, 0.02]#attitude|Attitude:pitch=-0.131538957357,yaw=0.00451956689358,roll=-0.00130974827334#airspeed|2.77999997139#groundspeed|2.77999997139heading|0#***      39071***     39089*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***666***1627597414.116767***COMMAND:HEARTBEAT_MESSAGE***      39085***     39089*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***14.8054934998***-0.0445278005204***      39072***     39090*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***670***1627597414.11761***COMMAND:HEARTBEAT_MESSAGE***      39085***     39090*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***668***1627597414.117251***COMMAND:HEARTBEAT_MESSAGE***      39085***     39091*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***669***1627597414.117421***COMMAND:HEARTBEAT_MESSAGE***      39085***     39092*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***79***1627597414.31***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3631314,lon=149.1652341,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3631314,lon=149.1652341,alt=613.98#last_heartbeat|0.551809432916#battery|Battery:voltage=12.242,current=25.67,level=93#velocity|[2.54, -0.02, 0.04]#attitude|Attitude:pitch=-0.11531098187,yaw=0.00663641514257,roll=-0.000491573708132#airspeed|2.67999982834#groundspeed|2.67999982834heading|0#***      39150***     39168*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***14.61625035***-0.24490290128***      39150***     39169*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***76***1627597414.37***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3631304,lon=149.165236,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3631304,lon=149.165236,alt=603.99#last_heartbeat|0.554817468044#battery|Battery:voltage=12.242,current=25.59,level=93#velocity|[2.49, -0.03, 0.02]#attitude|Attitude:pitch=-0.11366045475,yaw=0.00338125880808,roll=-0.00258225016296#airspeed|2.69000005722#groundspeed|2.69000005722heading|0#***      39168***     39180*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***14.5939864497***0.111319499719***      39168***     39187*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***671***1627597414.543405***COMMAND:GO_FORWARD***      39230***     39233*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***673***1627597414.543917***COMMAND:GO_FORWARD***      39230***     39234*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***674***1627597414.544068***COMMAND:GO_FORWARD***      39230***     39235*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***675***1627597414.54422***COMMAND:GO_FORWARD***      39230***     39236*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***672***1627597414.543756***COMMAND:GO_FORWARD***      39230***     39237*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***678***1627597414.618666***COMMAND:HEARTBEAT_MESSAGE***      39251***     39254*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***676***1627597414.618342***COMMAND:HEARTBEAT_MESSAGE***      39251***     39255*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***679***1627597414.618783***COMMAND:HEARTBEAT_MESSAGE***      39251***     39257*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***677***1627597414.618543***COMMAND:HEARTBEAT_MESSAGE***      39251***     39258*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***680***1627597414.618899***COMMAND:HEARTBEAT_MESSAGE***      39251***     39260*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***77***1627597414.68***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3631204,lon=149.1652361,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3631204,lon=149.1652361,alt=603.99#last_heartbeat|0.90316581307#battery|Battery:voltage=12.242,current=25.5,level=93#velocity|[2.17, -0.04, 0.01]#attitude|Attitude:pitch=-0.0612672045827,yaw=0.00159227324184,roll=-0.00399871729314#airspeed|2.40999984741#groundspeed|2.40999984741heading|0#***      39265***     39277*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***15.6737855997***0.233770948777***      39265***     39278*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***77***1627597414.71***SENSOR|***      39275***     39287*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***74***1627597415.0***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.0501638610149#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.02, 0.05, 0.0]#attitude|Attitude:pitch=0.00174480117857,yaw=-0.333858668804,roll=0.0017162791919#airspeed|0.0#groundspeed|0.0heading|340#***      39376***     39395*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***684***1627597415.120078***COMMAND:HEARTBEAT_MESSAGE***      39420***     39423*** 

>>>>>> Average Network Delay for command packets: 6.687500 MilliSec.

LteSignalStrength= 0.000185 dBm*** LteSINR= 390124245158.379761 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***682***1627597415.119808***COMMAND:HEARTBEAT_MESSAGE***      39420***     39424*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***681***1627597415.119569***COMMAND:HEARTBEAT_MESSAGE***      39420***     39425*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***685***1627597415.120201***COMMAND:HEARTBEAT_MESSAGE***      39420***     39426*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***683***1627597415.119942***COMMAND:HEARTBEAT_MESSAGE***      39420***     39428*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***80***1627597415.13***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3631087,lon=149.1652356,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3631087,lon=149.1652356,alt=603.99#last_heartbeat|0.45112274494#battery|Battery:voltage=12.242,current=25.34,level=93#velocity|[2.1, -0.02, 0.0]#attitude|Attitude:pitch=-0.144974917173,yaw=-0.00116394064389,roll=-0.00367749202996#airspeed|2.22000002861#groundspeed|2.22000002861heading|359#***      39422***     39441*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***17.0875432504***-0.0445278005204***      39422***     39442*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***80***1627597415.32***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3631083,lon=149.1652341,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3631083,lon=149.1652341,alt=613.98#last_heartbeat|0.554395187995#battery|Battery:voltage=12.242,current=25.84,level=92#velocity|[1.99, 0.02, 0.02]#attitude|Attitude:pitch=-0.19316790998,yaw=0.00166754121892,roll=0.000107813757495#airspeed|1.94999992847#groundspeed|1.94999992847heading|0#***      39476***     39488*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***17.1877308***-0.24490290128***      39476***     39489*** 


WifiSignalStrength= -73.783019 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***78***1627597415.38***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3631074,lon=149.1652357,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3631074,lon=149.1652357,alt=603.99#last_heartbeat|0.607171426993#battery|Battery:voltage=12.242,current=25.84,level=93#velocity|[1.93, -0.04, 0.0]#attitude|Attitude:pitch=-0.190841302276,yaw=-0.00224749487825,roll=-0.00105120241642#airspeed|1.93999993801#groundspeed|1.93999993801heading|359#***      39498***     39511*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***17.1543349504***0.0779236517016***      39498***     39512*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***686***1627597415.620854***COMMAND:HEARTBEAT_MESSAGE***      39584***     39587*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***689***1627597415.621472***COMMAND:HEARTBEAT_MESSAGE***      39584***     39588*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***688***1627597415.62133***COMMAND:HEARTBEAT_MESSAGE***      39584***     39589*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***687***1627597415.621182***COMMAND:HEARTBEAT_MESSAGE***      39584***     39590*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***690***1627597415.621661***COMMAND:HEARTBEAT_MESSAGE***      39584***     39591*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***78***1627597415.72***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3631023,lon=149.1652358,alt=19.97#location.global_frame|LocationGlobal:lat=-35.3631023,lon=149.1652358,alt=603.98#last_heartbeat|0.944073067047#battery|Battery:voltage=12.242,current=26.17,level=93#velocity|[2.28, -0.04, 0.0]#attitude|Attitude:pitch=-0.24310170114,yaw=-0.00251320912503,roll=0.00213533989154#airspeed|2.18000006676#groundspeed|2.18000006676heading|359#***      39614***     39633*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***17.6886685495***0.20037510076***      39614***     39634*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***75***1627597416.01***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.0525273259263#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.02, 0.05, 0.0]#attitude|Attitude:pitch=0.00175345747266,yaw=-0.333117514849,roll=0.00168195168953#airspeed|0.0#groundspeed|0.0heading|340#***      39720***     39732*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***694***1627597416.122406***COMMAND:HEARTBEAT_MESSAGE***      39763***     39766*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***692***1627597416.122102***COMMAND:HEARTBEAT_MESSAGE***      39763***     39767*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***695***1627597416.12256***COMMAND:HEARTBEAT_MESSAGE***      39763***     39768*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***691***1627597416.121872***COMMAND:HEARTBEAT_MESSAGE***      39763***     39769*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***693***1627597416.12226***COMMAND:HEARTBEAT_MESSAGE***      39763***     39770*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***699***1627597416.17053***COMMAND:GO_FORWARD***      39774***     39777*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***81***1627597416.16***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363088,lon=149.1652353,alt=19.97#location.global_frame|LocationGlobal:lat=-35.363088,lon=149.1652353,alt=603.98#last_heartbeat|0.447836003965#battery|Battery:voltage=12.193,current=26.5,level=92#velocity|[2.7, -0.01, 0.01]#attitude|Attitude:pitch=-0.232811570168,yaw=-0.000442613236373,roll=0.000646494096145#airspeed|2.61999988556#groundspeed|2.61999988556heading|359#***      39771***     39778*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***697***1627597416.170104***COMMAND:GO_FORWARD***      39774***     39778*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***700***1627597416.170729***COMMAND:GO_FORWARD***      39774***     39779*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***696***1627597416.169794***COMMAND:GO_FORWARD***      39774***     39780*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***698***1627597416.170321***COMMAND:GO_FORWARD***      39774***     39784*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***19.3918569004***-0.0779236485377***      39771***     39785*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***81***1627597416.32***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630877,lon=149.1652341,alt=29.95#location.global_frame|LocationGlobal:lat=-35.3630877,lon=149.1652341,alt=613.97#last_heartbeat|0.551781181945#battery|Battery:voltage=12.193,current=26.67,level=92#velocity|[2.76, 0.01, 0.03]#attitude|Attitude:pitch=-0.223627865314,yaw=0.00725685805082,roll=-0.00572659308091#airspeed|2.56999993324#groundspeed|2.56999993324heading|0#***      39815***     39834*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***19.4809124999***-0.24490290128***      39815***     39835*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***79***1627597416.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630868,lon=149.1652354,alt=19.97#location.global_frame|LocationGlobal:lat=-35.3630868,lon=149.1652354,alt=603.98#last_heartbeat|0.651148754056#battery|Battery:voltage=12.193,current=26.67,level=92#velocity|[2.72, -0.02, 0.01]#attitude|Attitude:pitch=-0.223831057549,yaw=0.00369220995344,roll=-0.00235184771009#airspeed|2.55999994278#groundspeed|2.55999994278heading|0#***      39852***     39872*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***19.4475166503***0.0445278005204***      39852***     39873*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***704***1627597416.623656***COMMAND:HEARTBEAT_MESSAGE***      39919***     39922*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***703***1627597416.623496***COMMAND:HEARTBEAT_MESSAGE***      39919***     39923*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***701***1627597416.623055***COMMAND:HEARTBEAT_MESSAGE***      39919***     39924*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***702***1627597416.623327***COMMAND:HEARTBEAT_MESSAGE***      39919***     39925*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***705***1627597416.623812***COMMAND:HEARTBEAT_MESSAGE***      39919***     39926*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***79***1627597416.76***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630793,lon=149.1652356,alt=19.97#location.global_frame|LocationGlobal:lat=-35.3630793,lon=149.1652356,alt=603.98#last_heartbeat|0.953350612894#battery|Battery:voltage=12.242,current=25.92,level=92#velocity|[2.73, -0.03, 0.02]#attitude|Attitude:pitch=-0.17312477529,yaw=0.00351369380951,roll=-0.00250045373105#airspeed|2.77999997139#groundspeed|2.77999997139heading|0#***      39964***     39976*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***20.2490170493***0.178111198918***      39964***     39977*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***80***1627597416.92***SENSOR|***      40016***     40035*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***76***1627597417.05***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.102461550967#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.02, 0.05, 0.0]#attitude|Attitude:pitch=0.00173614558298,yaw=-0.332575351,roll=0.00163172045723#airspeed|0.0#groundspeed|0.0heading|340#***      40067***     40086*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***707***1627597417.124586***COMMAND:HEARTBEAT_MESSAGE***      40090***     40093*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***709***1627597417.124933***COMMAND:HEARTBEAT_MESSAGE***      40090***     40094*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***710***1627597417.125121***COMMAND:HEARTBEAT_MESSAGE***      40090***     40095*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***708***1627597417.124764***COMMAND:HEARTBEAT_MESSAGE***      40090***     40098*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***706***1627597417.124334***COMMAND:HEARTBEAT_MESSAGE***      40090***     40099*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***82***1627597417.21***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630574,lon=149.165235,alt=19.97#location.global_frame|LocationGlobal:lat=-35.3630574,lon=149.165235,alt=603.98#last_heartbeat|0.54744624102#battery|Battery:voltage=12.242,current=26.0,level=92#velocity|[2.82, -0.02, 0.02]#attitude|Attitude:pitch=-0.204605609179,yaw=-0.00461441604421,roll=0.00400984846056#airspeed|2.83999991417#groundspeed|2.83999991417heading|359#***      40112***     40129*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***22.7982335999***-0.111319499719***      40112***     40130*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***82***1627597417.36***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630632,lon=149.1652339,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3630632,lon=149.1652339,alt=613.98#last_heartbeat|0.597521871096#battery|Battery:voltage=12.242,current=26.0,level=92#velocity|[2.84, 0.02, 0.04]#attitude|Attitude:pitch=-0.192305445671,yaw=-0.00125661166385,roll=0.00406033685431#airspeed|2.84999990463#groundspeed|2.84999990463heading|359#***      40162***     40174*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***22.2082402501***-0.267166799958***      40162***     40175*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***80***1627597417.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630623,lon=149.1652352,alt=19.97#location.global_frame|LocationGlobal:lat=-35.3630623,lon=149.1652352,alt=603.98#last_heartbeat|0.689019209007#battery|Battery:voltage=12.242,current=25.92,level=92#velocity|[2.79, -0.02, 0.02]#attitude|Attitude:pitch=-0.190828695893,yaw=-0.00423219706863,roll=0.00307280221023#airspeed|2.84999990463#groundspeed|2.84999990463heading|359#***      40196***     40211*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***22.1748443997***0.0222639018421***      40196***     40212*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***83***1627597417.55***SENSOR|***      40223***     40242*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***713***1627597417.626234***COMMAND:HEARTBEAT_MESSAGE***      40248***     40251*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***712***1627597417.626054***COMMAND:HEARTBEAT_MESSAGE***      40248***     40252*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***711***1627597417.625815***COMMAND:HEARTBEAT_MESSAGE***      40248***     40253*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***715***1627597417.626597***COMMAND:HEARTBEAT_MESSAGE***      40248***     40255*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***714***1627597417.626424***COMMAND:HEARTBEAT_MESSAGE***      40248***     40257*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***81***1627597417.78***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630489,lon=149.1652353,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3630489,lon=149.1652353,alt=603.99#last_heartbeat|1.01013104594#battery|Battery:voltage=12.242,current=26.0,level=92#velocity|[2.76, -0.02, 0.01]#attitude|Attitude:pitch=-0.171469733119,yaw=-0.0029870478902,roll=0.00349695747718#airspeed|2.83999991417#groundspeed|2.83999991417heading|359#***      40293***     40312*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***23.6331298493***0.1447153509***      40293***     40313*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***717***1627597417.929189***COMMAND:GO_FORWARD***      40345***     40348*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***718***1627597417.929399***COMMAND:GO_FORWARD***      40345***     40349*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***720***1627597417.929907***COMMAND:GO_FORWARD***      40345***     40350*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***719***1627597417.929657***COMMAND:GO_FORWARD***      40345***     40351*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***716***1627597417.928862***COMMAND:GO_FORWARD***      40345***     40352*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***77***1627597418.1***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.150453698938#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.02, 0.04, 0.0]#attitude|Attitude:pitch=0.00169059075415,yaw=-0.332049310207,roll=0.00157823739573#airspeed|0.0#groundspeed|0.0heading|340#***      40403***     40415*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***725***1627597418.128302***COMMAND:HEARTBEAT_MESSAGE***      40413***     40416*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***722***1627597418.127595***COMMAND:HEARTBEAT_MESSAGE***      40413***     40417*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***724***1627597418.128142***COMMAND:HEARTBEAT_MESSAGE***      40413***     40419*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***721***1627597418.127302***COMMAND:HEARTBEAT_MESSAGE***      40413***     40420*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***723***1627597418.12786***COMMAND:HEARTBEAT_MESSAGE***      40413***     40421*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***84***1627597418.21***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630325,lon=149.165235,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3630325,lon=149.165235,alt=603.99#last_heartbeat|0.555145313032#battery|Battery:voltage=12.242,current=25.67,level=92#velocity|[2.76, 0.01, 0.02]#attitude|Attitude:pitch=-0.146599426866,yaw=-0.000927658518776,roll=0.001611938118#airspeed|2.89999985695#groundspeed|2.89999985695heading|359#***      40436***     40449*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***25.5700891498***-0.111319499719***      40436***     40450*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***83***1627597418.37***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630389,lon=149.1652341,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3630389,lon=149.1652341,alt=613.98#last_heartbeat|0.552676314954#battery|Battery:voltage=12.242,current=25.92,level=92#velocity|[2.68, 0.06, 0.03]#attitude|Attitude:pitch=-0.152952954173,yaw=0.00174532271922,roll=0.000879492494278#airspeed|2.77999997139#groundspeed|2.77999997139heading|0#***      40486***     40506*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***24.9133041001***-0.24490290128***      40486***     40507*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***81***1627597418.47***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630322,lon=149.1652351,alt=19.98#location.global_frame|LocationGlobal:lat=-35.3630322,lon=149.1652351,alt=603.99#last_heartbeat|0.704474023078#battery|Battery:voltage=12.242,current=25.75,level=92#velocity|[2.59, 0.0, 0.01]#attitude|Attitude:pitch=-0.172828525305,yaw=-0.00132266711444,roll=0.00108951167203#airspeed|2.71000003815#groundspeed|2.71000003815heading|359#***      40516***     40531*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***DISTANCE***25.5255613501***0.0111319493391***      40517***     40532*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***84***1627597418.56***SENSOR|***      40546***     40565*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***726***1627597418.628996***COMMAND:HEARTBEAT_MESSAGE***      40567***     40570*** 

>>>>>> Average Network Delay for command packets: 6.311111 MilliSec.

LteSignalStrength= 0.001268 dBm*** LteSINR= 2672752832962.345703 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***728***1627597418.629347***COMMAND:HEARTBEAT_MESSAGE***      40567***     40571*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***729***1627597418.62948***COMMAND:HEARTBEAT_MESSAGE***      40567***     40575*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***730***1627597418.629638***COMMAND:HEARTBEAT_MESSAGE***      40567***     40576*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***727***1627597418.629181***COMMAND:HEARTBEAT_MESSAGE***      40567***     40590*** 

WifiSignalStrength= -73.506151 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
