
============GCS to UAV: Control Commands===========


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***123.28634625***0.556597498595***      61215***     61235*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***660***1626158975.733029***COMMAND:HEARTBEAT_MESSAGE***      61523***     61526*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***657***1626158975.731951***COMMAND:HEARTBEAT_MESSAGE***      61523***     61527*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***658***1626158975.732438***COMMAND:HEARTBEAT_MESSAGE***      61523***     61528*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***659***1626158975.732847***COMMAND:HEARTBEAT_MESSAGE***      61523***     61529*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***96***1626158975.92***SENSOR|***      61651***     61670*** 

47413 <<<<<<

X 	 119.134132 	 Y 	 0.523202

 TELEMETRY Recvd: @@@U_000***95***1626158974.93***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621633,lon=149.1652353,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621633,lon=149.1652353,alt=613.99#last_heartbeat|0.4365794#battery|Battery:voltage=12.193,current=26.75,level=86#velocity|[4.34, 0.0, -0.02]#attitude|Attitude:pitch=-0.335468649864,yaw=-0.00424918346107,roll=0.00392066687346#airspeed|4.30999994278#groundspeed|4.30999994278heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***122.21767905***0.534333599916*** 

>>>>>> X-Value:  122.21767905  ;  Y-Value:  0.534333599916 <<<<<<

X 	 122.217682 	 Y 	 0.534334

 TELEMETRY Recvd: @@@U_003***95***1626158974.93***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621637,lon=149.165235,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621637,lon=149.165235,alt=613.99#last_heartbeat|0.4336291#battery|Battery:voltage=12.193,current=26.83,level=86#velocity|[4.35, 0.01, -0.02]#attitude|Attitude:pitch=-0.334551870823,yaw=-0.00377432117239,roll=0.00232292315923#airspeed|4.31999969482#groundspeed|4.31999969482heading|359#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***122.173151249***0.512069698074*** 

>>>>>> X-Value:  122.173151249  ;  Y-Value:  0.512069698074 <<<<<<

X 	 122.173149 	 Y 	 0.512070

 TELEMETRY Recvd: @@@U_001***95***1626158974.97***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621662,lon=149.1652354,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621662,lon=149.1652354,alt=613.99#last_heartbeat|0.5006677#battery|Battery:voltage=12.193,current=26.83,level=86#velocity|[4.36, 0.0, -0.02]#attitude|Attitude:pitch=-0.336062401533,yaw=-0.00421725073829,roll=0.00398586783558#airspeed|4.31999969482#groundspeed|4.31999969482heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***121.8948525***0.545465549256*** 

>>>>>> X-Value:  121.8948525  ;  Y-Value:  0.545465549256 <<<<<<

X 	 121.894852 	 Y 	 0.545466

 TELEMETRY Recvd: @@@U_002***95***1626158975.3***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621537,lon=149.1652354,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621537,lon=149.1652354,alt=613.99#last_heartbeat|0.7946755#battery|Battery:voltage=12.193,current=26.92,level=86#velocity|[4.46, 0.0, -0.01]#attitude|Attitude:pitch=-0.334672451019,yaw=-0.00289565231651,roll=0.00622415775433#airspeed|4.40999984741#groundspeed|4.40999984741heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***123.28634625***0.556597498595*** 

>>>>>> X-Value:  123.28634625  ;  Y-Value:  0.556597498595 <<<<<<

X 	 123.286346 	 Y 	 0.556597

 TELEMETRY Recvd: @@@U_002***96***1626158975.92***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***96***1626158975.94***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621235,lon=149.1652355,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621235,lon=149.1652355,alt=613.99#last_heartbeat|0.4591913#battery|Battery:voltage=12.193,current=26.67,level=86#velocity|[4.59, 0.02, 0.0]#attitude|Attitude:pitch=-0.293427795172,yaw=-0.00109445839189,roll=0.00458460766822#airspeed|4.69999980927#groundspeed|4.69999980927heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***126.648195149***0.556597498595*** 

>>>>>> X-Value:  126.648195149  ;  Y-Value:  0.556597498595 <<<<<<

X 	 126.648193 	 Y 	 0.556597

 TELEMETRY Recvd: @@@U_003***96***1626158975.97***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362124,lon=149.1652352,alt=30.0#location.global_frame|LocationGlobal:lat=-35.362124,lon=149.1652352,alt=613.99#last_heartbeat|0.4987142#battery|Battery:voltage=12.193,current=26.67,level=86#velocity|[4.55, 0.03, 0.0]#attitude|Attitude:pitch=-0.287316441536,yaw=-0.000838025240228,roll=0.00331875937991#airspeed|4.67999982834#groundspeed|4.67999982834heading|359#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***126.592535399***0.534333599916*** 

>>>>>> X-Value:  126.592535399  ;  Y-Value:  0.534333599916 <<<<<<

X 	 126.592537 	 Y 	 0.534334

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***96***1626158975.94***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621235,lon=149.1652355,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621235,lon=149.1652355,alt=613.99#last_heartbeat|0.4591913#battery|Battery:voltage=12.193,current=26.67,level=86#velocity|[4.59, 0.02, 0.0]#attitude|Attitude:pitch=-0.293427795172,yaw=-0.00109445839189,roll=0.00458460766822#airspeed|4.69999980927#groundspeed|4.69999980927heading|359#***      61662***     61681*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***126.648195149***0.556597498595***      61662***     61682*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***96***1626158975.97***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362124,lon=149.1652352,alt=30.0#location.global_frame|LocationGlobal:lat=-35.362124,lon=149.1652352,alt=613.99#last_heartbeat|0.4987142#battery|Battery:voltage=12.193,current=26.67,level=86#velocity|[4.55, 0.03, 0.0]#attitude|Attitude:pitch=-0.287316441536,yaw=-0.000838025240228,roll=0.00331875937991#airspeed|4.67999982834#groundspeed|4.67999982834heading|359#***      61681***     61693*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***126.592535399***0.534333599916***      61681***     61694*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***96***1626158976.02***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621263,lon=149.1652357,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621263,lon=149.1652357,alt=613.99#last_heartbeat|0.5499375#battery|Battery:voltage=12.193,current=26.67,level=86#velocity|[4.58, 0.01, 0.0]#attitude|Attitude:pitch=-0.289804905653,yaw=-0.00108800583985,roll=0.00409924332052#airspeed|4.69000005722#groundspeed|4.69000005722heading|359#***      61700***     61720*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***126.33650055***0.578861400437***      61700***     61721*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***662***1626158976.234185***COMMAND:HEARTBEAT_MESSAGE***      61839***     61842*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***664***1626158976.23461***COMMAND:HEARTBEAT_MESSAGE***      61839***     61843*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***661***1626158976.233845***COMMAND:HEARTBEAT_MESSAGE***      61839***     61844*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***663***1626158976.234388***COMMAND:HEARTBEAT_MESSAGE***      61839***     61845*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***666***1626158976.244632***COMMAND:GO_FORWARD***      61843***     61846*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***668***1626158976.245465***COMMAND:GO_FORWARD***      61843***     61847*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***665***1626158976.243959***COMMAND:GO_FORWARD***      61843***     61848*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***667***1626158976.245107***COMMAND:GO_FORWARD***      61843***     61849*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***97***1626158976.33***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621135,lon=149.1652357,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621135,lon=149.1652357,alt=613.99#last_heartbeat|0.8431482#battery|Battery:voltage=12.193,current=26.5,level=86#velocity|[4.55, 0.01, 0.0]#attitude|Attitude:pitch=-0.278253793716,yaw=0.00160960527137,roll=0.00278038997203#airspeed|4.69999980927#groundspeed|4.69999980927heading|0#***      61882***     61894*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***127.76139015***0.589993349776***      61882***     61895*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***670***1626158976.736179***COMMAND:HEARTBEAT_MESSAGE***      62160***     62163*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***672***1626158976.737253***COMMAND:HEARTBEAT_MESSAGE***      62160***     62164*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***669***1626158976.735608***COMMAND:HEARTBEAT_MESSAGE***      62160***     62165*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***671***1626158976.736675***COMMAND:HEARTBEAT_MESSAGE***      62160***     62166*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***97***1626158976.91***SENSOR|***      62264***     62283*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***98***1626158976.94***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620838,lon=149.1652356,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3620838,lon=149.1652356,alt=613.99#last_heartbeat|0.4581319#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[4.42, 0.0, 0.0]#attitude|Attitude:pitch=-0.296342998743,yaw=-0.00334698078223,roll=0.00160673947539#airspeed|4.52999973297#groundspeed|4.52999973297heading|359#***      62287***     62296*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***131.0675793***0.567729447934***      62287***     62299*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***97***1626158976.99***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620846,lon=149.1652353,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3620846,lon=149.1652353,alt=613.99#last_heartbeat|0.5180084#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[4.37, 0.0, 0.0]#attitude|Attitude:pitch=-0.294281959534,yaw=-0.00283428817056,roll=-0.000439775816631#airspeed|4.46999979019#groundspeed|4.46999979019heading|359#***      62309***     62328*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***130.978523699***0.545465549256***      62309***     62329*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***97***1626158977.02***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620868,lon=149.1652357,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3620868,lon=149.1652357,alt=613.99#last_heartbeat|0.5513783#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[4.4, -0.01, 0.0]#attitude|Attitude:pitch=-0.295501500368,yaw=-0.00332886353135,roll=0.00131584715564#airspeed|4.5#groundspeed|4.5heading|359#***      62327***     62347*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***130.7336208***0.578861400437***      62327***     62348*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***675***1626158977.238866***COMMAND:HEARTBEAT_MESSAGE***      62463***     62466*** 

>>>>>> Average Network Delay for command packets: 5.500000 MilliSec.

LteSignalStrength= 0.000386 dBm*** LteSINR= 813945818245.420654 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***674***1626158977.238677***COMMAND:HEARTBEAT_MESSAGE***      62463***     62467*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***673***1626158977.23835***COMMAND:HEARTBEAT_MESSAGE***      62463***     62468*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***676***1626158977.239076***COMMAND:HEARTBEAT_MESSAGE***      62463***     62469*** 

WifiSignalStrength= -74.403909 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***98***1626158977.33***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620641,lon=149.1652355,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620641,lon=149.1652355,alt=613.98#last_heartbeat|0.8566528#battery|Battery:voltage=12.193,current=26.92,level=86#velocity|[4.54, -0.02, 0.0]#attitude|Attitude:pitch=-0.326966136694,yaw=0.000881257874426,roll=0.0061391768977#airspeed|4.53999996185#groundspeed|4.53999996185heading|0#***      62519***     62531*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***133.26057345***0.567729447934***      62520***     62533*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***678***1626158977.740143***COMMAND:HEARTBEAT_MESSAGE***      62795***     62798*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***680***1626158977.740442***COMMAND:HEARTBEAT_MESSAGE***      62795***     62799*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***677***1626158977.739827***COMMAND:HEARTBEAT_MESSAGE***      62795***     62800*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***679***1626158977.74028***COMMAND:HEARTBEAT_MESSAGE***      62795***     62801*** 

 TELEMETRY Recvd: @@@U_001***96***1626158976.02***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621263,lon=149.1652357,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621263,lon=149.1652357,alt=613.99#last_heartbeat|0.5499375#battery|Battery:voltage=12.193,current=26.67,level=86#velocity|[4.58, 0.01, 0.0]#attitude|Attitude:pitch=-0.289804905653,yaw=-0.00108800583985,roll=0.00409924332052#airspeed|4.69000005722#groundspeed|4.69000005722heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***126.33650055***0.578861400437*** 

>>>>>> X-Value:  126.33650055  ;  Y-Value:  0.578861400437 <<<<<<

X 	 126.336502 	 Y 	 0.578861

 TELEMETRY Recvd: @@@U_002***97***1626158976.33***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3621135,lon=149.1652357,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3621135,lon=149.1652357,alt=613.99#last_heartbeat|0.8431482#battery|Battery:voltage=12.193,current=26.5,level=86#velocity|[4.55, 0.01, 0.0]#attitude|Attitude:pitch=-0.278253793716,yaw=0.00160960527137,roll=0.00278038997203#airspeed|4.69999980927#groundspeed|4.69999980927heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***127.76139015***0.589993349776*** 

>>>>>> X-Value:  127.76139015  ;  Y-Value:  0.589993349776 <<<<<<

X 	 127.761391 	 Y 	 0.589993

 TELEMETRY Recvd: @@@U_000***97***1626158976.91***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***98***1626158976.94***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620838,lon=149.1652356,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3620838,lon=149.1652356,alt=613.99#last_heartbeat|0.4581319#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[4.42, 0.0, 0.0]#attitude|Attitude:pitch=-0.296342998743,yaw=-0.00334698078223,roll=0.00160673947539#airspeed|4.52999973297#groundspeed|4.52999973297heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***131.0675793***0.567729447934*** 

>>>>>> X-Value:  131.0675793  ;  Y-Value:  0.567729447934 <<<<<<

X 	 131.067581 	 Y 	 0.567729

 TELEMETRY Recvd: @@@U_003***97***1626158976.99***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620846,lon=149.1652353,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3620846,lon=149.1652353,alt=613.99#last_heartbeat|0.5180084#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[4.37, 0.0, 0.0]#attitude|Attitude:pitch=-0.294281959534,yaw=-0.00283428817056,roll=-0.000439775816631#airspeed|4.46999979019#groundspeed|4.46999979019heading|359#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***130.978523699***0.545465549256*** 

>>>>>> X-Value:  130.978523699  ;  Y-Value:  0.545465549256 <<<<<<

X 	 130.978531 	 Y 	 0.545466

 TELEMETRY Recvd: @@@U_001***97***1626158977.02***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620868,lon=149.1652357,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3620868,lon=149.1652357,alt=613.99#last_heartbeat|0.5513783#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[4.4, -0.01, 0.0]#attitude|Attitude:pitch=-0.295501500368,yaw=-0.00332886353135,roll=0.00131584715564#airspeed|4.5#groundspeed|4.5heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***130.7336208***0.578861400437*** 

>>>>>> X-Value:  130.7336208  ;  Y-Value:  0.578861400437 <<<<<<

X 	 130.733627 	 Y 	 0.578861

 TELEMETRY Recvd: @@@U_002***98***1626158977.33***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620641,lon=149.1652355,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620641,lon=149.1652355,alt=613.98#last_heartbeat|0.8566528#battery|Battery:voltage=12.193,current=26.92,level=86#velocity|[4.54, -0.02, 0.0]#attitude|Attitude:pitch=-0.326966136694,yaw=0.000881257874426,roll=0.0061391768977#airspeed|4.53999996185#groundspeed|4.53999996185heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***133.26057345***0.567729447934*** 

>>>>>> X-Value:  133.26057345  ;  Y-Value:  0.567729447934 <<<<<<

X 	 133.260574 	 Y 	 0.567729

 TELEMETRY Recvd: @@@U_003***98***1626158977.94***SENSOR|*** 

 TELEMETRY R
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***98***1626158977.94***SENSOR|***      62923***     62935*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***99***1626158977.96***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620437,lon=149.1652353,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620437,lon=149.1652353,alt=613.98#last_heartbeat|0.4721778#battery|Battery:voltage=12.193,current=27.0,level=86#velocity|[4.68, 0.0, 0.0]#attitude|Attitude:pitch=-0.321495205164,yaw=0.00225560925901,roll=0.00537395151332#airspeed|4.65999984741#groundspeed|4.65999984741heading|0#***      62935***     62954*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***135.53149125***0.534333599916***      62935***     62955*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***99***1626158978.01***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620449,lon=149.1652351,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620449,lon=149.1652351,alt=613.98#last_heartbeat|0.5241265#battery|Battery:voltage=12.193,current=27.0,level=86#velocity|[4.65, 0.01, 0.0]#attitude|Attitude:pitch=-0.323078751564,yaw=0.00246779737063,roll=0.00391131360084#airspeed|4.61999988556#groundspeed|4.61999988556heading|0#***      62957***     62969*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***135.39790785***0.523201647413***      62957***     62970*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***98***1626158978.07***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620469,lon=149.1652354,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620469,lon=149.1652354,alt=613.98#last_heartbeat|0.5520402#battery|Battery:voltage=12.193,current=26.92,level=86#velocity|[4.67, 0.0, 0.0]#attitude|Attitude:pitch=-0.321786761284,yaw=0.00224277703092,roll=0.0057565793395#airspeed|4.63999986649#groundspeed|4.63999986649heading|0#***      62991***     63007*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***135.175268849***0.545465549256***      62991***     63008*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***683***1626158978.241405***COMMAND:HEARTBEAT_MESSAGE***      63101***     63104*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***681***1626158978.240933***COMMAND:HEARTBEAT_MESSAGE***      63101***     63105*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***684***1626158978.241625***COMMAND:HEARTBEAT_MESSAGE***      63101***     63106*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***682***1626158978.241193***COMMAND:HEARTBEAT_MESSAGE***      63101***     63108*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***99***1626158978.35***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620231,lon=149.1652353,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620231,lon=149.1652353,alt=613.98#last_heartbeat|0.8746302#battery|Battery:voltage=12.193,current=26.75,level=86#velocity|[4.7, 0.0, 0.01]#attitude|Attitude:pitch=-0.295806050301,yaw=0.00290295598097,roll=0.00133144436404#airspeed|4.77999973297#groundspeed|4.77999973297heading|0#***      63166***     63178*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***137.824672949***0.545465549256***      63166***     63179*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***685***1626158978.742406***COMMAND:HEARTBEAT_MESSAGE***      63437***     63440*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***686***1626158978.742827***COMMAND:HEARTBEAT_MESSAGE***      63437***     63441*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***688***1626158978.74321***COMMAND:HEARTBEAT_MESSAGE***      63437***     63442*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***687***1626158978.742995***COMMAND:HEARTBEAT_MESSAGE***      63437***     63443*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***99***1626158978.93***SENSOR|***      63559***     63571*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***100***1626158978.98***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620026,lon=149.1652351,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620026,lon=149.1652351,alt=613.98#last_heartbeat|0.4533569#battery|Battery:voltage=12.242,current=26.25,level=85#velocity|[4.59, 0.0, 0.01]#attitude|Attitude:pitch=-0.268715977669,yaw=-0.0021351352334,roll=0.00415993575007#airspeed|4.73999977112#groundspeed|4.73999977112heading|359#***      63593***     63609*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***140.1067227***0.512069698074***      63593***     63610*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***100***1626158979.03***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619939,lon=149.1652348,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619939,lon=149.1652348,alt=613.98#last_heartbeat|0.5468699#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[4.51, 0.0, 0.01]#attitude|Attitude:pitch=-0.257464855909,yaw=-0.0042729601264,roll=0.00452254666016#airspeed|4.69000005722#groundspeed|4.69000005722heading|359#***      63618***     63637*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***141.075202349***0.489805799396***      63618***     63638*** 

ecvd: @@@U_000***99***1626158977.96***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620437,lon=149.1652353,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620437,lon=149.1652353,alt=613.98#last_heartbeat|0.4721778#battery|Battery:voltage=12.193,current=27.0,level=86#velocity|[4.68, 0.0, 0.0]#attitude|Attitude:pitch=-0.321495205164,yaw=0.00225560925901,roll=0.00537395151332#airspeed|4.65999984741#groundspeed|4.65999984741heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***135.53149125***0.534333599916*** 

>>>>>> X-Value:  135.53149125  ;  Y-Value:  0.534333599916 <<<<<<

X 	 135.531494 	 Y 	 0.534334

 TELEMETRY Recvd: @@@U_003***99***1626158978.01***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620449,lon=149.1652351,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620449,lon=149.1652351,alt=613.98#last_heartbeat|0.5241265#battery|Battery:voltage=12.193,current=27.0,level=86#velocity|[4.65, 0.01, 0.0]#attitude|Attitude:pitch=-0.323078751564,yaw=0.00246779737063,roll=0.00391131360084#airspeed|4.61999988556#groundspeed|4.61999988556heading|0#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***135.39790785***0.523201647413*** 

>>>>>> X-Value:  135.39790785  ;  Y-Value:  0.523201647413 <<<<<<

X 	 135.397903 	 Y 	 0.523202

 TELEMETRY Recvd: @@@U_001***98***1626158978.07***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620469,lon=149.1652354,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620469,lon=149.1652354,alt=613.98#last_heartbeat|0.5520402#battery|Battery:voltage=12.193,current=26.92,level=86#velocity|[4.67, 0.0, 0.0]#attitude|Attitude:pitch=-0.321786761284,yaw=0.00224277703092,roll=0.0057565793395#airspeed|4.63999986649#groundspeed|4.63999986649heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***135.175268849***0.545465549256*** 

>>>>>> X-Value:  135.175268849  ;  Y-Value:  0.545465549256 <<<<<<

X 	 135.175262 	 Y 	 0.545466

 TELEMETRY Recvd: @@@U_002***99***1626158978.35***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620231,lon=149.1652353,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620231,lon=149.1652353,alt=613.98#last_heartbeat|0.8746302#battery|Battery:voltage=12.193,current=26.75,level=86#velocity|[4.7, 0.0, 0.01]#attitude|Attitude:pitch=-0.295806050301,yaw=0.00290295598097,roll=0.00133144436404#airspeed|4.77999973297#groundspeed|4.77999973297heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***137.824672949***0.545465549256*** 

>>>>>> X-Value:  137.824672949  ;  Y-Value:  0.545465549256 <<<<<<

X 	 137.824677 	 Y 	 0.545466

 TELEMETRY Recvd: @@@U_001***99***1626158978.93***SENSOR|*** 

